paper;Dataset;Segmentation;Normalization;Noise reduction;Features type;Feature length;Feature extraction or selection methods;Algorithm type;Architecture;Training dataset;Evaluation dataset;Validation method;Accuracy;EER;Lowest FMR;Lowest FMNR;NONE
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 20;Multi cycle template (20);Distance;Euclidian distance;20 cycles per subjects;All the rest;NA;NA;9,10%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 128 x 20;Multi cycle KLT (20);Distance;Euclidian distance;20 cycles per subjects;All the rest;NA;NA;9,10%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128; 30 Cycles average ;Distance;Euclidian distance;30 cycles per subjects;All the rest;NA;NA;7,90%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128 x 128;KLT average (30 cycles);Distance;Euclidian distance;30 cycles per subjects;All the rest;NA;NA;7,90%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 30;Multi cycle template (30);Distance;Euclidian distance;30 cycles per subjects;All the rest;NA;NA;7,30%;NA;NA;
sancho2018biometric;Capnobase IEEE TBME + MIMIC2 + Nonin + Berry (short term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 128 x 30;Multi cycle KLT (30);Distance;Euclidian distance;30 cycles per subjects;All the rest;NA;NA;7,30%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128; 10 Cycles average ;Distance;Euclidian distance;10 cycles per subjects;All the rest;NA;NA;26,70%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128 x 128;KLT average (10 cycles);Distance;Euclidian distance;10 cycles per subjects;All the rest;NA;NA;26,70%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 10;Multi cycle template (10);Distance;Euclidian distance;10 cycles per subjects;All the rest;NA;NA;24,70%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 128 x 10;Multi cycle KLT (10);Distance;Euclidian distance;10 cycles per subjects;All the rest;NA;NA;24,70%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128; 20 Cycles average ;Distance;Euclidian distance;20 cycles per subjects;All the rest;NA;NA;24,60%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128 x 128;KLT average (20 cycles);Distance;Euclidian distance;20 cycles per subjects;All the rest;NA;NA;24,60%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 20;Multi cycle template (20);Distance;Euclidian distance;20 cycles per subjects;All the rest;NA;NA;22,40%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 128 x 20;Multi cycle KLT (20);Distance;Euclidian distance;20 cycles per subjects;All the rest;NA;NA;22,40%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128; 30 Cycles average ;Distance;Euclidian distance;30 cycles per subjects;All the rest;NA;NA;24,00%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Full cycle signal;128 x 128;KLT average (30 cycles);Distance;Euclidian distance;30 cycles per subjects;All the rest;NA;NA;24,00%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 30;Multi cycle template (30);Distance;Euclidian distance;30 cycles per subjects;All the rest;NA;NA;22,10%;NA;NA;
sancho2018biometric;MIMIC2 + Nonin + Berry (Long term);Single cycle of 128 points;Amplitude normalization and alignement;Butterworth low pass filter 3rd order - 0,5Hz;Multi cycle signal;128 x 128 x 30;Multi cycle KLT (30);Distance;Euclidian distance;30 cycles per subjects;All the rest;NA;NA;22,10%;NA;NA;
chakraborty2016photoplethysmogram;CUSTOM;Two cycles;0-1 Normalization;Butterworth low pass filter 2nd order - 10Hz;Fiducial;12;all features are selected;Statistical analysis;LDA;1st Half data for each subjects;2nd half data for each subjects ;NA;100%;NA;NA;NA;
bonissi2013preliminary;CUSTOM;Single cycles;NA;Butterworth High-pass - 0,1Hz;Raw signal;Na;16 signals ;Statistical analysis;cross correlation matrix;NA;NA;NA;NA;5,29%;NA;NA;
Gu2003novel;CUSTOM;Single cycle;NA;NA;Fiducial;4;all features are selected;Template Matching;Euclidian distance;NA;NA;NA;94%;NA;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW domain;150;All transformed signal is used;Deep Learning;3-layers CNN;90% of available data;10% of available data;10 fold cross validataion + L2-regularization;79,90%;NA;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;ZT domain;150;All transformed signal is used;Deep Learning;3-layers CNN;90% of available data;10% of available data;10 fold cross validataion + L2-regularization;81,30%;NA;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;IN Domain;150;All transformed signal is used;Deep Learning;3-layers CNN;90% of available data;10% of available data;10 fold cross validataion + L2-regularization;81,30%;NA;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DWT + ZT domain;150 x 2;All transformed signal is used;Deep Learning;3-layers CNN;90% of available data;10% of available data;10 fold cross validataion + L2-regularization;78,90%;NA;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DWT + IN domain;150 x2;All transformed signal is used;Deep Learning;3-layers CNN;90% of available data;10% of available data;10 fold cross validataion + L2-regularization;81,50%;NA;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;ZT + IN domain;150 x 2;All transformed signal is used;Deep Learning;3-layers CNN;90% of available data;10% of available data;10 fold cross validataion + L2-regularization;80,60%;NA;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + ZT + IN domain;150 x3;All transformed signal is used;Deep Learning;3-layers CNN;90% of available data;10% of available data;10 fold cross validataion + L2-regularization;81,20%;NA;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW OR ZT OR IN domain;150 x 3;Use augmentation methods (describe in the paper);Deep Learning;3-layers CNN;90% of available data;10% of available data;10 fold cross validataion + L2-regularization;81,40%;NA;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + ZT OR IN domain;150 x 3;Use augmentation methods (describe in the paper);Deep Learning;3-layers CNN;90% of available data;10% of available data;10 fold cross validataion + L2-regularization;81,30%;NA;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN OR ZT domain;150 x 3;Use augmentation methods (describe in the paper);Deep Learning;3-layers CNN;90% of available data;10% of available data;10 fold cross validataion + L2-regularization;82,60%;NA;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;IN + ZT OR DTW domain;150 x 3;Use augmentation methods (describe in the paper);Deep Learning;3-layers CNN;90% of available data;10% of available data;10 fold cross validataion + L2-regularization;80,90%;NA;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;All transformed signal is used;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;95,30%;4,70%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;96,50%;3,50%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;Use augmentation methods (describe in the paper) 1;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;95,30%;4,80%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;Use augmentation methods (describe in the paper) 1;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;96,50%;3,60%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;96,50%;3,50%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;98,00%;2%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;All transformed signal is used;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;97,40%;2,50%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;98,70%;1,00%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;Use augmentation methods (describe in the paper) 1;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;97,10%;2,80%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;Use augmentation methods (describe in the paper) 1;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;98,20%;1,80%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;98,50%;1,40%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;99,00%;1%;NA;NA;
hwang2020evaluation;Capnobase IEEE TBME;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;450 x 2;All transformed signal is used;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;100,00%;0,10%;NA;NA;
hwang2020evaluation;Capnobase IEEE TBME;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;450 x 2;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;100,00%;0,10%;NA;NA;
hwang2020evaluation;Capnobase IEEE TBME;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;450 x 2;Use augmentation methods (describe in the paper) 1;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;100,00%;0,10%;NA;NA;
hwang2020evaluation;Capnobase IEEE TBME;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;450 x 2;Use augmentation methods (describe in the paper) 1;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;100,00%;0,10%;NA;NA;
hwang2020evaluation;Capnobase IEEE TBME;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;450 x 2;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;100,00%;0,10%;NA;NA;
hwang2020evaluation;Capnobase IEEE TBME;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;450 x 2;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;100,00%;0,10%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;150;All transformed signal is used;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;91,60%;8,40%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;150;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;90,20%;9,80%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;150;Use augmentation methods (describe in the paper) 1;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;88,70%;11,40%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;150;Use augmentation methods (describe in the paper) 1;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;84,30%;15,70%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;150;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;92,00%;8,00%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;150;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;91,40%;8,60%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;150;All transformed signal is used;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;95,00%;4,80%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;150;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;96,00%;4,10%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;150;Use augmentation methods (describe in the paper) 1;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;93,60%;6,30%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;150;Use augmentation methods (describe in the paper) 1;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;92,90%;7,20%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;150;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;97,30%;2,60%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;150;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;96,50%;4%;NA;NA;
hwang2020evaluation;Capnobase IEEE TBME;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;450;All transformed signal is used;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;97,90%;1,80%;NA;NA;
hwang2020evaluation;Capnobase IEEE TBME;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;450;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;97,50%;2,30%;NA;NA;
hwang2020evaluation;Capnobase IEEE TBME;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;450;Use augmentation methods (describe in the paper) 1;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;98,60%;1,40%;NA;NA;
hwang2020evaluation;Capnobase IEEE TBME;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;450;Use augmentation methods (describe in the paper) 1;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;94,90%;4,90%;NA;NA;
hwang2020evaluation;Capnobase IEEE TBME;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;450;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;99,00%;1,00%;NA;NA;
hwang2020evaluation;Capnobase IEEE TBME;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW ;450;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN + LSTM;60% of available data;40% of available data;10 fold cross validataion + L2-regularization;98,40%;1,50%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Fiducial & statistical;5;all features are selected;Machine learning;SVM Linear;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;66,40%;33,50%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Fiducial & statistical;5;all features are selected;Machine learning;KNN;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;60,60%;39,30%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Fiducial & statistical;5;all features are selected;Machine learning;DT;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;65,20%;34,80%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Linear Interpolation domain;NA;all features are selected;Machine learning;SVM Linear;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;68,30%;31,90%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Linear Interpolation domain;NA;all features are selected;Machine learning;KNN;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;60,20%;39,70%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Linear Interpolation domain;NA;all features are selected;Machine learning;DT;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;60,30%;39,70%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Linear Interpolation domain;5;all features are selected;Deep Learning;3-layers CNN + LSTM;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;70,60%;29,00%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Fiducial & statistical;5;all features are selected;Machine learning;SVM Linear;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;67,30%;32,80%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Fiducial & statistical;5;all features are selected;Machine learning;KNN;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;58,80%;41,00%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Fiducial & statistical;5;all features are selected;Machine learning;DT;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;61,50%;38,40%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Linear Interpolation domain;NA;all features are selected;Machine learning;SVM Linear;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;71,00%;29,00%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Linear Interpolation domain;NA;all features are selected;Machine learning;KNN;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;60,30%;39,70%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Linear Interpolation domain;NA;all features are selected;Machine learning;DT;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;61,90%;38,20%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Linear Interpolation domain;NA;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN + LSTM;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;78,50%;21,00%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Zero Padding;150;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;79,00%;25,80%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW;150;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;75,50%;21,00%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;ZT;150;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;75,80%;24,50%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;IN;150;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;74,10%;24,10%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;Zero Padding;150;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;78,70%;21,20%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW;150;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;79,90%;19,80%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;ZT;150;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;81,30%;18,80%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;IN;150;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;81,10%;18,90%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;All transformed signal is used;Deep Learning;3-layers CNN;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;79,40%;21,30%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;All transformed signal is used;Deep Learning;3-layers CNN + LSTM;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;79,00%;21,40%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;Use augmentation methods (describe in the paper) 1;Deep Learning;3-layers CNN;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;79,10%;20,88%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;Use augmentation methods (describe in the paper) 1;Deep Learning;3-layers CNN + LSTM;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;80,10%;19,80%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;86,80%;13,20%;NA;NA;
hwang2020evaluation;Biosec1;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;Use augmentation methods (describe in the paper) 2;Deep Learning;3-layers CNN + LSTM;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;87,00%;13%;NA;NA;
hwang2020evaluation;Biosec2;Single cycle;NA;Butterworth 4th order - band pass -  0,5-18Hz + remove outlier;DTW + IN ;150 x 2;All transformed signal is used;Deep Learning;3-layers CNN;data from session 1;data from session 2;10 fold cross validataion + L2-regularization;82,60%;17,40%;NA;NA;
